2016.06.20 00:00:19;104.702
2016.06.20 00:00:24;104.699
2016.06.20 00:00:24;104.698
2016.06.20 00:00:26;104.684
2016.06.20 00:00:26;104.677
2016.06.20 00:00:26;104.676
2016.06.20 00:00:28;104.677
2016.06.20 00:00:28;104.679
2016.06.20 00:00:28;104.678
2016.06.20 00:00:29;104.693
2016.06.20 00:00:29;104.694
2016.06.20 00:00:29;104.695
2016.06.20 00:00:30;104.696
2016.06.20 00:00:30;104.698
2016.06.20 00:00:31;104.695
2016.06.20 00:00:32;104.697
2016.06.20 00:00:33;104.698
2016.06.20 00:00:34;104.692
2016.06.20 00:00:34;104.693
2016.06.20 00:00:35;104.694
2016.06.20 00:00:37;104.695
2016.06.20 00:01:08;104.696
2016.06.20 00:01:13;104.695
2016.06.20 00:01:15;104.690
2016.06.20 00:01:15;104.689
2016.06.20 00:01:15;104.698
2016.06.20 00:01:15;104.700
2016.06.20 00:01:16;104.695
2016.06.20 00:01:16;104.694
2016.06.20 00:01:17;104.696
2016.06.20 00:01:17;104.698
2016.06.20 00:01:20;104.696
2016.06.20 00:01:20;104.697
2016.06.20 00:01:29;104.696
2016.06.20 00:01:33;104.693
2016.06.20 00:01:33;104.694
2016.06.20 00:01:36;104.695
2016.06.20 00:01:38;104.683
2016.06.20 00:01:38;104.679
2016.06.20 00:01:39;104.677
2016.06.20 00:01:39;104.675
2016.06.20 00:01:45;104.686
2016.06.20 00:01:45;104.687
2016.06.20 00:01:48;104.691
2016.06.20 00:01:49;104.692
2016.06.20 00:01:49;104.687
2016.06.20 00:01:49;104.692
2016.06.20 00:01:54;104.696
2016.06.20 00:01:57;104.695
2016.06.20 00:02:00;104.696
2016.06.20 00:02:00;104.697
2016.06.20 00:02:01;104.686
2016.06.20 00:02:01;104.693
2016.06.20 00:02:04;104.700
2016.06.20 00:02:04;104.699
2016.06.20 00:02:15;104.698
2016.06.20 00:02:19;104.686
2016.06.20 00:02:21;104.687
2016.06.20 00:02:25;104.686
2016.06.20 00:02:26;104.684
2016.06.20 00:02:29;104.691
2016.06.20 00:02:34;104.690
2016.06.20 00:02:36;104.684
2016.06.20 00:02:41;104.685
2016.06.20 00:02:44;104.693
2016.06.20 00:02:44;104.691
2016.06.20 00:02:53;104.690
2016.06.20 00:03:10;104.686
2016.06.20 00:03:10;104.684
2016.06.20 00:03:32;104.683
2016.06.20 00:03:35;104.684
2016.06.20 00:03:42;104.683
2016.06.20 00:03:44;104.690
2016.06.20 00:04:01;104.684
2016.06.20 00:04:20;104.685
2016.06.20 00:04:29;104.686
2016.06.20 00:04:35;104.689
2016.06.20 00:04:35;104.684
2016.06.20 00:04:43;104.683
2016.06.20 00:04:44;104.684
2016.06.20 00:04:54;104.690
2016.06.20 00:05:00;104.689
2016.06.20 00:05:01;104.688
2016.06.20 00:05:01;104.687
2016.06.20 00:05:02;104.688
2016.06.20 00:05:04;104.689
2016.06.20 00:05:17;104.686
2016.06.20 00:05:32;104.687
2016.06.20 00:05:41;104.689
2016.06.20 00:06:15;104.688
2016.06.20 00:06:17;104.690
2016.06.20 00:06:24;104.694
2016.06.20 00:06:24;104.696
2016.06.20 00:06:24;104.698
2016.06.20 00:06:58;104.696
2016.06.20 00:06:59;104.697
2016.06.20 00:07:05;104.699
2016.06.20 00:07:05;104.698
2016.06.20 00:08:00;104.700
2016.06.20 00:08:27;104.699
2016.06.20 00:08:54;104.700
2016.06.20 00:08:55;104.699
2016.06.20 00:09:09;104.695
2016.06.20 00:09:09;104.699
2016.06.20 00:09:13;104.700
2016.06.20 00:09:21;104.699
2016.06.20 00:09:25;104.696
2016.06.20 00:09:43;104.699
2016.06.20 00:09:48;104.698
2016.06.20 00:09:51;104.699
2016.06.20 00:09:51;104.698
2016.06.20 00:09:52;104.696
2016.06.20 00:09:52;104.695
2016.06.20 00:09:53;104.696
2016.06.20 00:09:53;104.698
2016.06.20 00:10:00;104.699
2016.06.20 00:10:07;104.700
2016.06.20 00:10:08;104.697
2016.06.20 00:10:08;104.698
2016.06.20 00:10:08;104.699
2016.06.20 00:10:08;104.698
2016.06.20 00:10:08;104.699
2016.06.20 00:10:16;104.698
2016.06.20 00:10:18;104.699
2016.06.20 00:10:18;104.698
2016.06.20 00:10:18;104.695
2016.06.20 00:10:19;104.696
